NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,NU_NOTA_TOTAL,DESEMPENHO_SATISFATORIO
190002576721,2019,4,F,1,1,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,510.0,513.0,518.0,379.5,452.9,371.3,444.8,ADDBBCBCEDCCEACEAACADCACBCABAEEDECAEECADDDEBD,ADCEAEDDABEDABAADCDBECEBDADEDCAACACDCCADABCDD,99999BEDCDACDCAEBBEABDCBECBDABADBECAEDACEEDABABBCD,ADDEACCCDAEAEDCECDBACAEEDECDDCEBDCBDCAADBADEA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,80.0,120.0,100.0,540.0,0,0,0,0,2.0,0,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,1,A,0,1,437.7,Desempenho satisfatório(condição social média)
190002558630,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,508.0,512.0,517.0,384.3,563.7,547.6,568.5,BDEEDDCCDCBADECBCBEBECCAADABAD.EABBBEBABBCEDB,DBACACBDCACEBCBBDBACBDABADDDCAEDBEEBCCEABACAE,BCCEC99999CCABCEDCDCBDDEEADBBEBDCEBABDDDECEECAADCD,ABCABCECBCEADDDBCDCCDCEBCCBEDEAAAEABDBEAEEBCC,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,160.0,160.0,160.0,200.0,800.0,1,1,0,0,2.0,1,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,1,572.8199999999999,Desempenho satisfatório(condição social média)
190002537017,2019,5,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,491.6,491.7,500.8,560.1,ADEDDCAACEDEBACCBCBDCABEAEEABDDBAEBAAEDADECBE,DCABCCEBCEABCABEEBCADBECCDDABCEDBDDDBADEBAAED,99999CBADDAAEDECCDABDAEDDBDEDEEADCBEEDAAADACCAEABE,ACEBEBECEEAACECCABCCDCBAABBEAEEECEACCBEDBDCCE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,100.0,80.0,140.0,560.0,0,0,0,0,5.0,0,A,B,C,A,B,B,A,A,A,A,A,A,B,B,A,1,A,0,0,520.8399999999999,Outro perfil
190002555100,2019,2,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,509.0,514.0,516.0,520.5,523.4,532.4,624.4,CBECEAACEADDEDDAAADDABDEBCBDCDBDCDDCBCBBDCBAC,ACABAEACAACBCDBEDDCDBCDBCBBDAAAAADBECEDDDCADA,ABBDB99999BBBECABDEBDAADDDCBDECBCDBCBCCACCECDBDECE,CBBEABAADCEBAEACBDBACEBCBABDCBCBEBABBEECCEBBB,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,140.0,140.0,140.0,160.0,720.0,0,0,0,0,3.0,0,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,0,584.1400000000001,Outro perfil
190002555113,2019,3,F,1,2,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,460.5,566.2,530.7,420.3,BDCBEBAEDCACBADCACBBBBCAEADBEEDAABABACEBDECCA,ACBCAEDCDBAABDAADABCBAABCEBACCCDABBDABDBBBADD,CBBAD99999BBBECCCEABDAADADEEDECBCDEBACEACDCACEEEEE,DCEECABCABAADADCBACDAEEDDEADABBECDAABCCBDCABE,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,140.0,120.0,620.0,1,1,1,1,8.0,0,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,1,519.54,Desempenho satisfatório(condição social média)
190002537136,2019,5,F,1,3,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,0,1,1,0,,508.0,512.0,,0.0,367.8,369.5,0.0,,CECCABDCEDAAEBCBDDEABDAEABCDCAECDACCBBACDDABD,99999BBADEADCCECDEDECAEBDCADCEEABCCCABCBEDCEEECDCE,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,80.0,80.0,80.0,80.0,0.0,320.0,1,0,0,0,6.0,0,A,B,D,A,B,B,A,A,A,A,A,A,C,A,A,1,A,0,1,211.45999999999998,Desempenho satisfatório(condição social média)
190002558791,2019,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,508.0,512.0,515.0,538.6,513.9,569.4,606.8,CBEDCEDECDCCCDABBDAAEBADDBAEABAEECADEECDABBBC,AACACEBEECDECCDBDBACEDDBCADDECCDBEEBCCBADABBC,BCEBA99999CBADEECBABCBBCCEDDBBBBABAAADBAECACCAADCD,ECEBEEACABDACDCBCECCAABCCAAEAEBBECCBAAECBBCAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,200.0,120.0,120.0,120.0,680.0,0,0,0,0,6.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,0,581.74,Outro perfil
190002544098,2019,2,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,508.0,512.0,515.0,423.0,539.8,489.3,495.1,DDCEDEBDEADBCDCDDAEBADCECBBBDBDDBEAEECCEDECED,EBABAAECDEAEECDBDDAAEABBAAEBDAEAEECCAEEDECCBC,99999DBAAECABBEBDCAACEDDCAAEBCACCBDAACBEEEAECEDCCD,ECDCDDCCBBCABCDEDBDAADDEACAEEBDDECDDDDEEBEDAA,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,120.0,120.0,120.0,100.0,600.0,0,0,0,0,9.0,0,A,B,C,A,A,B,A,A,A,B,A,A,B,B,A,1,A,0,1,509.43999999999994,Desempenho satisfatório(condição social média)
190002580530,2019,4,M,1,3,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,0,1,1,0,,507.0,511.0,,0.0,464.4,454.3,0.0,,EDCABBAEDBCCACECBCEADEBBBCDBBBCABCEDAABEEACDA,99999BCAAEEABDEAAAEEADBBBCDBCCBCDCAADADAEDEDCCAEBC,,1,,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,,1.0,120.0,200.0,120.0,100.0,0.0,540.0,1,1,0,1,4.0,0,A,C,C,A,A,B,A,A,A,A,A,A,B,B,A,1,A,0,1,291.74,Desempenho satisfatório(condição social média)
190002584117,2019,5,F,1,2,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,509.0,514.0,516.0,424.9,493.6,503.2,386.1,EAEBEACBAEBDDDCEEABADDECDBABBEDEECDECCBECBAEE,BCDBABACEBAAAAADAAEADCDABBBDDCEBBBABCBDDAADDD,99999EEABAABABDCEAEBCAADABECDACEAAABAEDBDEECECCEEC,EAAABBDBACACAEAABEEDEADCCACDCADCEBBEEBCDDABBE,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,120.0,120.0,600.0,0,0,1,0,6.0,0,A,B,C,B,A,A,A,A,A,A,A,A,B,A,A,0,A,0,1,481.56000000000006,Desempenho satisfatório(condição social média)
190002565889,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,508.0,512.0,517.0,340.0,438.2,460.4,411.5,BDDCCDEBADAABEBDECACEBDAADDDEECBCABABDEBBCBAA,DAAACBBCDECBDEABDEBAADDCBCDCABEEBCDACBCDACDAE,99999CDACAACDDBEECADBBCBBAADEEEABBBAAEEBCCDEEABBEA,ABDCDBEEBDAEAACCBEABDBEEEDCCBABDCEAACBEAACCEE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,80.0,120.0,0.0,440.0,1,1,0,0,3.0,0,A,C,D,A,A,B,B,A,A,B,A,A,C,B,B,1,A,1,1,418.02,Desempenho satisfatório(condição social média)
190002529804,2019,6,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,451.8,419.2,339.7,464.8,AADBBDDBEADEACAEBCCEABDDADABDBC*DBDEBACBDACBA,DCEEBACCDEAADAAADDBEAEDBDBEEDABAEDECDBDEBDDAC,CBAAB99999EABCBAADEAACBEDEADEADAAEDECAADAABDECECCB,CECDBAEEBEBADEBCBCDCADECADCDABBBDEEABECCACDAB,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,80.0,120.0,80.0,120.0,0.0,400.0,0,0,0,0,7.0,0,A,B,C,A,A,A,A,A,A,A,A,A,B,B,A,1,A,0,0,415.1,Outro perfil
190002529885,2019,2,M,0,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,507.0,511.0,518.0,377.8,528.5,548.3,537.7,DABCBACDAECDBDCBCECBCCDEAAEBACBDABEDEBCCDACED,BCBCABAECADCECAECDCAEBCECDAABCBCEEDDCBBABDECE,BEDAE99999DCDAEDDDCEDAAEAEBEBCCCEBAAEBAAADBABCACDC,DDBCADCCDDDACABEEBBBCDEDBBCBCDBCACBAEDAACDBEE,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,140.0,140.0,120.0,160.0,680.0,1,1,0,0,5.0,0,A,C,C,A,A,B,B,A,A,B,A,A,B,A,A,1,A,1,1,534.46,Desempenho satisfatório(condição social média)
190002554882,2019,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,429.5,543.5,405.7,511.8,CBDDEDBDDACCCDBADBCBBEDDABCDDAEECCCBACEDDDABB,CABDAAEEDBBDBCCCEAADCDCEEDBBDAABBEACADBEECCAB,99999ADABABEDEADCC*BDBCAECECACECABDAEBDBDBDCDBBBCB,EBBEDEDCACADADEDBBACADBAAABEDCCAEBCBAEDEBDCAB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,3.0,0,A,C,C,A,A,B,A,A,A,A,A,A,C,B,A,1,A,0,1,378.1,Desempenho satisfatório(condição social média)
190002536834,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,510.0,513.0,516.0,421.8,530.3,525.7,591.8,AECAEEDABDBBEAEADEAACEABDBADEBDAEACEBBCCCAEAD,CCDCABDBAEBDABACDCEACEABDACDAEBCDACBEAEAAAADB,99999ACACACBCBADEACEBADEBDAAECCDDEBABEAEBDEAEDCEDC,DEDECBAADBEDBDCEEDEADCDCCEBABACDEBABDEBCDEABB,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,140.0,140.0,140.0,140.0,720.0,1,1,1,0,4.0,1,A,B,D,B,A,B,A,A,A,B,A,A,C,B,B,1,A,1,1,557.92,Desempenho satisfatório(condição social média)
190002551166,2019,2,F,1,3,1,2,0,3,1.0,0,2601706.0,Belo Jardim,26.0,PE,4.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,578.0,611.5,609.8,764.9,ADECECDECDCBDDEDBBBCBBADEABEBEBEEDDEAACDDCCCC,BEECCBCBAACCACEAEBCACBECEDBECAEBBECDEDBBACCDA,CDABE99999BCBAADDBDCADCECDEBCBECBCADEBAADDBDBCECEE,ECEADEEBABACCDBACECEEDBBCCBCCEDDEBBBBDCCDCBAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,180.0,160.0,160.0,200.0,200.0,900.0,1,1,1,1,4.0,1,A,B,D,A,B,B,B,B,A,B,A,A,C,B,B,1,A,1,1,692.8399999999999,Satisfatório(condição social alta)
190002533152,2019,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,523.7,480.6,512.7,536.5,CCDCCBBEEDDCCABBBDEADBCDAEDEBDBBEDDCACCDBBDAC,ECECDBACBACEEBAAAACDDBDDADCDAAACCACACABBBDDCC,99999EEEAEDCEBADDEECACABBECECCCCDCDDEBEABCDDAECCBE,CCBADDCCAECBBDDDDCCBCEBBBDBEDEBCBEDBCBDCCCCCA,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,180.0,120.0,120.0,140.0,660.0,1,0,0,0,4.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,1,A,0,1,542.7,Desempenho satisfatório(condição social média)
190002757986,2019,4,F,0,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,,,,1,,,,,,,,,,,0.0,0,0,0,0,5.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,1,A,0,0,0.0,Outro perfil
190002758094,2019,2,M,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,510.0,513.0,518.0,473.0,575.1,516.9,559.0,CCABBDCDBCDCABCCEBCDBDCDBCCAEDBEACEEEACBDDDCE,AEDCEEDBADBBABAEEBDECEECBDBEBBCCEBECDADDBAACB,DEBBD99999DBEEBDCCEECDDBDACCBCDBDEDBCECEBBEDEDBEBC,DCECBBDCBDEACEAEEBABACDBDEEEBDABEAEBBEBDBECEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,160.0,120.0,140.0,100.0,660.0,1,1,0,0,3.0,0,A,C,D,A,B,B,A,A,A,A,A,A,C,A,A,1,A,0,1,556.8,Desempenho satisfatório(condição social média)
190002761522,2019,4,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,507.0,511.0,518.0,457.0,374.2,547.9,485.6,CADDCCDDADBCCBCBBBABCCCCDBECADACBCEEDEBDDDADC,EECCBDCBDBCDABABCAADCBAAEECBBCBDACABBADDBCBAB,99999EAAEEECEBAEDEEEDBEECBAECCECBBCCEBEADDCBBDDCCC,BDBCAECBDDEBEDDDCACBCCCCEEBEADBDABADEDADCBCDA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,100.0,120.0,120.0,120.0,120.0,580.0,1,1,0,0,4.0,0,A,B,C,A,B,B,B,B,A,B,B,A,D,B,A,1,A,1,1,488.93999999999994,Desempenho satisfatório(condição social média)
190002758143,2019,2,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,409.5,500.8,487.5,522.8,EDEDEDCECDBADDCBDCAAAADDEDBECEABBAABBAEEABCBE,CDACAEBCDACAAABDBAEEBECECBBABCADCDECCAACAAACD,99999ACCAABEBDCBBABBDAAECDCCDEEBCADBECCADDEDCABEEC,ABDAEBECBEBBDCACBBDCBDBCEDCEADBDDEAAACECACEED,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,120.0,60.0,540.0,0,0,0,0,3.0,0,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,1,A,0,1,492.12,Desempenho satisfatório(condição social média)
190002793394,2019,2,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,510.0,513.0,516.0,563.9,550.0,578.7,707.7,EBCDADEBBCEDEDDAEAAEAADEDEADDBCBDCCCCBBADCCDA,EEAABEDEABBEAACBBBADEEAAEEBBABCACEBCDADDABCEB,99999DCABBBBBCBBBAAECADEDDAADCAEDCDCCEDEECEEDADDCB,BEDBBDAADCEBBBCBCDBACECEBABAACBCEDEBCECDCEBCD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,120.0,180.0,200.0,160.0,820.0,0,1,0,0,3.0,0,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,1,A,1,1,644.0600000000001,Desempenho satisfatório(condição social média)
190002796645,2019,3,F,1,1,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,0,1,1,0,,510.0,513.0,,0.0,446.1,538.8,0.0,,AABCDCBEBBBAEDABCEDBEBEADCBDCCECDBCCBDCEEBAEB,AEBCE99999AADBECEDEECCDAEDADCCEEABEEBBCEDCECCDABAC,,0,,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,,1.0,120.0,120.0,120.0,120.0,100.0,580.0,1,0,0,0,1.0,0,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,1,A,1,1,312.98,Desempenho satisfatório(condição social média)
190002801069,2019,2,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,510.0,513.0,516.0,498.1,364.5,483.0,603.3,CACAAEBBEDCEDCAACDADDBCEBEDBAADBBEECBCAACCEDA,CBADEAABCDBDAAC.....C...A....................,99999BABBABDBABDEDDACEDBDEACDCADBECCEDBEBDCEBB....,DACEAACBDBCBABDBCDDEBECDADBBDBBCAEEBBAECCDAAD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,160.0,120.0,140.0,80.0,620.0,0,1,0,0,4.0,0,A,B,C,C,A,B,A,A,A,A,A,A,C,A,A,1,A,1,1,513.78,Desempenho satisfatório(condição social média)
190002765140,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,0,1,1,0,,508.0,512.0,,0.0,515.2,531.4,0.0,,DBAEDDCBBAECADCDCDBEADBCDAACAACDACEBAABBCAEAC,99999BBAAACBDACE.CBEEABCBCDEDBABDBECCDABECADCACECD,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,120.0,140.0,120.0,120.0,160.0,660.0,0,0,0,0,5.0,0,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,0,341.32,Outro perfil
190002783182,2019,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,466.8,514.4,506.5,458.5,DEECCBCCEDACADCBCCDDBABECEDDBEBEECBDDABEDEEED,ADEDEEEDEAAAADBEECEDBBCBCDBCBDCABDDBCEDECECCD,CBBAC99999BCADDDEAEBDADDBDEEDECBACBABCBCBAAEDECCEC,BBBCCEECBDDCDDCCABCCDCECCBCBACCECEDDCCBACBEEA,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,120.0,140.0,140.0,120.0,680.0,1,0,0,0,4.0,0,A,B,D,A,A,B,A,A,A,B,A,A,B,B,A,1,A,0,1,525.24,Desempenho satisfatório(condição social média)
