NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,NU_NOTA_TOTAL,DESEMPENHO_SATISFATORIO
190001496890,2019,1,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,509.0,514.0,516.0,519.6,502.8,561.9,564.6,CBCEECDBACCBEDACBEAECABDDBDBBDABCCABCBBADACBD,ACEDCEDCAACCEDBEBAECBEEBACBAAEADBCDBADEDDAADC,99999CABDABEEBDDEAEBDAADCDEEDECBABBABCCAEECAEEEECC,AEBEBBAADDBAAECCCDCBCADBDCCBEBCACEABABBADABAD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,160.0,160.0,160.0,200.0,820.0,1,0,0,0,5.0,0,A,B,C,A,B,B,A,A,A,A,A,A,B,B,A,1,A,1,1,593.78,Desempenho satisfatório(condição social média)
190001486200,2019,3,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,507.0,511.0,518.0,379.2,422.9,439.9,374.2,ACBDBEBABDAECABBBCCBDAEDEBCCAABCCCAABDABEECED,ADECBAACDECDCADADACCDAEBDBECBAAEDDCACEADBDEEA,99999AEEBDDCACEAABCEAABDECDEBEBDCABECBAEDDBCCBDCCE,ABEDCEBADBEBADBCBEBAACDABCDDBEBDEEBDCEACAECAD,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,180.0,140.0,140.0,120.0,700.0,1,1,0,0,4.0,0,A,B,C,A,A,B,A,A,A,B,A,A,B,A,B,1,A,0,0,463.23999999999995,Desempenho satisfatório(condição social média)
190001497060,2019,6,M,1,2,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,473.4,466.3,498.3,488.5,DDCDAAADEABCBDEBCCBBDCCDBDADBEEACEEDBBBADEEDA,ABBCCCBCEDAAAABAEDCCBEEECBBDCEADBEAECABACDADE,99999ADBBBCECCCEBADBAAADAEEABEBBDCEAEDCCABCCDCCBEA,ACBDBCACCCBACBCCCCDDBDBAAEAEDDBBADCBDCECCBABB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,180.0,140.0,140.0,140.0,720.0,1,0,0,0,4.0,0,A,B,C,A,B,B,A,B,A,A,A,B,B,A,A,1,A,0,1,529.3,Desempenho satisfatório(condição social média)
190001500717,2019,4,F,1,3,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,346.1,486.7,445.7,532.2,EBDDBBADECDEABBACBDABDCEBEDEABAEADEEEADDEBEAC,ECBAAEAAABBCEAEAEBBDCDDEBEBDCABCBAEEAAAADBEBB,99999DBADCCCEADEECCEADAEDDADEABDCCCACABADABDACDDDE,DCEBDADCAEBCDCADDCBADEDBCADECEBCCBADEDEBCDCAE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,120.0,160.0,160.0,100.0,680.0,0,0,0,0,2.0,0,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,1,498.14,Desempenho satisfatório(condição social média)
190001508075,2019,2,F,1,2,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,520.8,538.1,509.7,421.9,CEDDCDAEECDACECBCCDDEABAADCBCDDEBECDCDEEDDDCE,ACECAEBDABCBACBDDCADBEADBEDABCDABDBDCEADCBADE,99999BDDBCDBCBCDEDEEBAAEEDEEDECBBCADDDADCEBDCCDABD,CBBBDDEBCDAADCCCDBCCABEEBCBBADCAEACAACCBABDEE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,140.0,100.0,120.0,100.0,560.0,0,0,0,0,6.0,0,A,B,C,A,B,B,A,A,A,B,A,A,B,B,A,0,A,1,1,510.1,Desempenho satisfatório(condição social média)
190001497229,2019,5,F,0,3,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,0,1,1,0,,508.0,512.0,,0.0,373.3,405.7,0.0,,AAECBDEADEEEBAAAADBDDEABBCBBCBEEEDBEAADEABBCB,99999BBCEAEAACBACCBEEECAECBD.......DBBEAEDEABCBAAD,,1,,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,,1.0,120.0,120.0,120.0,120.0,20.0,500.0,0,0,0,0,3.0,0,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,0,255.8,Outro perfil
190001497363,2019,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,0,0,0,0,,,,,0.0,0.0,0.0,0.0,,,,,0,,,,,,,,,,,0.0,0,1,1,1,3.0,0,A,C,D,B,A,B,B,B,A,B,A,A,B,B,A,1,A,0,1,0.0,Desempenho satisfatório(condição social média)
190001493688,2019,3,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,489.9,525.2,509.1,562.6,AEDCBBCCECDDCCCBBBDCECEABDABADBAAAEDCBEBCBDED,AECEEEACEEAACDAAEAEEBCAEACBBAAAAADCECBBBCEAEC,ABDAB99999BDBCCCAAABDAADADECDEABAEDDACAAABEEEEAABC,ABBCDBECDDECDEACABCEADEBECBEDEEDDECBECEBEBDBB,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,120.0,100.0,580.0,0,1,0,1,6.0,1,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,1,A,0,1,533.36,Desempenho satisfatório(condição social média)
190001512075,2019,4,F,1,3,2,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,508.0,512.0,515.0,475.6,484.9,504.5,473.3,ECDBCCBCCACBADEAABCDEBDEBBABCDEEEBCDEEDCBAABC,CBCAECABCAEBDCEADBCABCDEEAEDDACABEABDBCABCDDE,99999BEEABACBCAEBCDCABECDCEEAEBDBDDAACADECBECACEDD,EDCBCBCCABAAEDCAEBDCDEDCABAEDCBAADBCBEDCBABCB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,120.0,120.0,600.0,1,1,1,0,3.0,0,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,1,A,0,0,507.66,Desempenho satisfatório(condição social média)
190001504791,2019,2,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,510.0,513.0,518.0,488.6,569.5,586.7,549.8,DDECEDBCBBAECDEEDEDEABEBDCBBDBBBBADAAADDCBCBD,CCDEEEDBBDBCABABCCAEBEBACEBBEBCCCEEBDABDCACDE,ADBBC99999CBBCACCAAECEDCDDADECADACECDEDEBAECEDDBDC,DDCCABABBDEBCDBECBABDBEBACCEABBACACBCDBDBCDDC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,200.0,180.0,180.0,160.0,880.0,1,1,1,0,2.0,0,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,1,A,1,1,614.92,Desempenho satisfatório(condição social média)
190001511994,2019,2,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,420.1,408.7,520.6,415.0,CECDBBEECCEBCEADCBAADBADDECEABACEBEBCACDDEACE,EDECAAAEDBDBCDCCBEDEBBBCBACDBABADACEEDAABCEED,99999ECCACBDBDEDABEDACDECDBEBDDCCBABDBDAADDCECDCAC,EBCDECBEABCCCBDCBDBCBBDEADCBECCCEADBECDDCBADB,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,200.0,160.0,160.0,120.0,780.0,0,1,0,0,4.0,0,A,C,D,A,B,B,A,B,A,B,A,A,C,A,A,1,A,1,1,508.88,Desempenho satisfatório(condição social média)
190001379530,2019,2,F,1,3,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,508.0,512.0,517.0,439.4,466.6,488.5,496.5,DDDDDBADDDCCBDBBACBEEACCDDDBADBECBBEDAEBBDCCA,EBADABBECAAABDDBEDECADECAEDADAECBEEAAABAEEDED,99999BBEDACEBDABCEAECBDCECDEADEAEBAAACEEAEBAEAEDEA,BABDCBEBACEAEEBCABCCDBEDEAACACDCADAABBEBEBDEE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,160.0,120.0,120.0,120.0,640.0,0,1,1,1,3.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,1,506.2,Desempenho satisfatório(condição social média)
190001357472,2019,2,M,1,4,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,507.0,511.0,518.0,349.6,397.4,476.6,545.6,CBAAEDDBACCEABDBCCBEEDAACEBBCDDCEBBADBCAEECDA,ABECDAABEDCCABAACABEEBAACDEDCBECBDBCEDAABCACE,99999AEDAECCCCEDADEBACEABDEEEEDCDEBADBEEADBDBCCCDD,DEAAABCEBDBCBCAEDBCBCBACDECBEADABAABBECEAEDDE,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,160.0,140.0,160.0,160.0,760.0,0,1,0,0,4.0,0,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,0,505.84,Desempenho satisfatório(condição social média)
190001353837,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,509.0,514.0,517.0,400.1,343.2,496.9,499.8,BBCCACCEEEEAACEBECAEEEEDBDDEAEBBCAEAACBEDCCCB,BCCABBEABCCDBCDCBDEAACBCCDBEDDABDBBDEDACBCEAE,99999ECDEDBACDCDEACCDAADDAEEEECDAEBBABCCCCECBBEEEA,ABDAEDDCBBAADEECABBEADECDCACCCBDEEBAECEAABAEE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,120.0,140.0,140.0,120.0,680.0,1,1,1,0,3.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,1,A,0,1,484.0,Desempenho satisfatório(condição social média)
190001357536,2019,3,F,1,1,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,509.0,514.0,516.0,496.9,474.4,539.9,670.4,ABEACEBAEDBEEDDCACBBABABBEEBBCEBABBEDABEAAEAA,DEAECAEBDEACDBAAEAEDEEECDDBECCEBBDCDEEDEBECDB,99999DEBEABECDCDDDEBDAADBAECDEDEAAEEEDDADDACACCEDE,EAEECECDDBBBAECEADBACECCCBEAACABDCEACECECDCDD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,120.0,100.0,580.0,0,0,1,1,5.0,0,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,1,A,0,1,552.3199999999999,Desempenho satisfatório(condição social média)
190001361208,2019,2,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,510.0,513.0,518.0,496.9,556.7,571.8,530.8,AABCDDDBDCACCAAAAAAAADDDDDDDDDDDDDDDDABE.DCDD,EEBCBDDBADBDABCAAEADCEBBEBBBBBDDDDDCAAADDAAAA,ADBBD99999ABBCECDACECEDDDDADCCADDDDCDDDDDBBCDDBDCD,DDECAECDDDEDCDDEDDCBAAEBDDBEBDADABDDDCCCCCCEC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,140.0,120.0,120.0,120.0,640.0,0,1,0,1,3.0,0,A,D,D,B,B,B,B,B,A,B,A,B,C,A,A,1,A,1,1,559.24,Desempenho satisfatório(condição social média)
190001339216,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,510.0,513.0,516.0,476.5,560.6,557.8,462.6,CCDCEEABEADEDCDCABCEBBCEDBACBADBCDECBDCDADEDE,DBACAEABADBDABBDCBAEEAECCCBBEBCCCECEDDDACADCB,99999EDABCAEBADCDACECADCADABEEADDEDCAECEBAEECEDACC,DEACEBCBCDBBABDABCCACBDCEDBCBACBEEACDCEABDEAD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,160.0,180.0,180.0,180.0,180.0,880.0,1,1,0,1,3.0,0,A,B,C,A,B,B,B,A,A,B,A,A,B,B,A,1,A,0,1,587.5,Desempenho satisfatório(condição social média)
190001339222,2019,3,M,1,3,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,510.0,513.0,518.0,415.4,517.7,523.5,591.1,EDDBACAACECBCDCDCDBACDBDEEABDCBDCADBADBDEBAAA,AAACAEDCACDEDBEEBBAECEAAEABEEECACAEBAAAECBEEE,99999ADABCBEBCABCEDECCDBEDAAEEDBDCDCBDBCBBBCEDBCEC,AECBABCCADBBDBADBDCCACEDDCBBABEDABCADBCABBCDE,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,160.0,160.0,160.0,120.0,760.0,0,0,1,1,5.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,1,561.54,Desempenho satisfatório(condição social média)
190001342897,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,508.0,512.0,515.0,563.7,539.7,563.6,551.3,DCECBEDEADAABDBABBDAAEBEAABEEDBBEABABAECDAACC,AADBABBACECEDCAABCEBEDBCAECDACBEBECBCBEAEDCAB,BBADA99999ABEBEECEECCADADBDBECCAEBDACDEBECADCACEBD,DCBEDEBCCBCCBDABBEBACBBECCAEBDBCBEEBEDDABBCAA,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,160.0,180.0,160.0,160.0,160.0,820.0,0,1,0,0,3.0,0,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,1,A,0,1,607.6600000000001,Desempenho satisfatório(condição social média)
190001346544,2019,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,477.9,527.2,558.2,564.6,AAEEECDACAAECCBADBDABECDEABDBBBEEBBBEABEEDBCC,BAAAAAAACADCECCCEAEDEACABDCEBBCBAECEABBDBACAB,BDABA99999BEBEAEDEDCDAEECCCECADCACCEEBDABDDEEBEEBE,ACEDDDCBABCEAEEADBBCEEEEBCBEBEECEBBBDBECCBBCE,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,160.0,120.0,160.0,120.0,700.0,0,0,0,0,3.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,1,A,0,1,565.58,Desempenho satisfatório(condição social média)
190001368567,2019,3,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,1.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,504.0,510.0,513.0,516.0,451.3,434.3,430.6,431.6,EABEDDEDBDBDACDDCDADDCBBBEDBBAECBCCECBDDDEAED,CCEBAEDDECBCDBDBDBDCBCEAEABECAEADAECDBBDDBEDE,BDCEA99999AADEAAECDECDBAADACDCAEABCEBBCABCBBCACACE,DCBCABADDDCEDAEABAEBEADDBABEEADCEAAEEBCBDDEBE,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.0,0,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,1,A,0,0,349.56000000000006,Outro perfil
190001386937,2019,2,M,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,505.0,507.0,511.0,518.0,518.6,512.9,492.2,603.0,BBDBADEBEDBABACEBEDBBACBBAACEBBEDBDCEAEEDDCEE,BEAADCEEABCBEEEECEECDACCEDDCBACBAEACADBDDAEAB,99999BBCEADCABADABBBDDAECCDADAECEEEEEBDCAACDEACCDC,DEABABCACBBBCEADCDECADEDEEAEBAAEAEBBDDDDCBDDC,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,160.0,160.0,160.0,160.0,200.0,840.0,1,1,0,1,3.0,0,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,1,B,1,1,593.3399999999999,Desempenho satisfatório(condição social média)
190001353952,2019,1,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,507.0,511.0,515.0,426.2,493.0,492.1,484.6,CEDBBEDDDDDDEDCCDEBEAEADDDCEDBDADDCBBDCEDBBCB,DABCEEACBBCCECCAACCBEABCDDBBEAACBAEBBBAADAAAB,CDABC99999D*DDBDDCABDABEBDABEEEAEEBAEBBAAEAADEEBDE,DCBAAECCBAABCDCBDDCEAEEEAAEEBEDCECCBBDEEDABAB,0,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,120.0,140.0,140.0,100.0,640.0,0,0,1,0,3.0,0,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,1,A,0,1,507.18,Desempenho satisfatório(condição social média)
190001394294,2019,4,M,1,1,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,506.0,508.0,512.0,517.0,437.5,436.3,474.8,487.1,BCCACDBCECBCDEBBBCBACBADDDEBDECACEBCCDDEBDEDB,DBACDACAEDBDCCBEAEBACCADEEBDABADBCEACBDAEBDED,99999DBEDCCEABEBCEACEBABEDDACCCEAADCDDCAEABEACDEBE,DEDBCDEDCDBABDACAABAADEABECDABBBCEDDBAEBCDAEE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,40.0,120.0,80.0,80.0,0.0,320.0,1,1,1,1,2.0,0,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,1,A,0,1,431.14,Desempenho satisfatório(condição social média)
190001379960,2019,4,F,0,1,1,2,0,2,,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,503.0,508.0,512.0,515.0,489.6,493.3,518.4,581.4,EEDDCEBDADEBEDBCBEEBBAEDABAEBAADECEDACBDCBBAC,AACECBBDCEAEACDBDEBCEDADDCEAEAEBBECEAACDEDCAB,99999CBBEAABABCDBECDCBEDBBDACBCAEBCAADAEECDBCCDCCA,DBAADDBBBBAEADEACCEECCDBABAEBECCEEACBDCCBBADE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,100.0,40.0,40.0,100.0,0.0,280.0,0,0,0,0,2.0,0,A,B,C,A,B,B,A,A,A,A,A,A,A,A,A,1,A,1,1,472.5400000000001,Desempenho satisfatório(condição social média)
