NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
200001739067,2020,3,M,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,597.0,569.0,580.0,587.0,603.9,600.1,532.8,600.2,DDBDEBDCABCECECCCDAEEEBDBDDCAECCCDECCCBEEDCBD,AECCCDEEBEDADBCDDADDCDEDCBDADADAEADBBCECACBBD,CCDAA99999AAEBBBDEBADCDECCAAABEAECEAADEBDDADEACADC,CACCCDBACCDDCEBDBBDDDCAAECEDDBBBDBCECEBABAAED,0,DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX,DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD,DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA,DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC,1.0,160.0,160.0,120.0,120.0,160.0,720.0,E,E,C,D,4.0,E,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,B
200001075817,2020,3,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,598.0,567.0,577.0,588.0,558.5,555.6,540.8,654.4,CAEDEBBCBCABEAEEDDADDBBCACECEDCCDEBDECDAABCBC,ABEABDAAABDECCBBACEDEACCECAEAADDCDCBABCDDACBD,AAECB99999AEBACAAABBDACCBDAAEAADDBACEAAADEBCADDDCE,AEDECEDEBADDBACCCBBBDBDBAAEEBADDCBAECCBACADAE,0,CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC,DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD,AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB,AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC,1.0,120.0,140.0,120.0,120.0,120.0,620.0,E,E,C,B,7.0,A,A,B,A,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
200004892893,2020,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,599.0,568.0,578.0,590.0,409.1,437.9,457.2,484.7,AECDBCBCAECAADBB.DECDEBCDBEBCBEEEDBACCDDCBCBD,CDACEBBBCEDAEBEECBBDEABDECCEEBAAACBEAAACCEDBE,99999ACDAEABBDEADBCEEBDCDEADCACCADBADBEBCAEBCDDAEB,DDECEDAACCBAAEEEBAAEADDCCDEACEDCCDCCEADBABDBA,1,CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB,BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE,CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE,CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB,1.0,160.0,140.0,160.0,160.0,120.0,740.0,B,B,A,B,4.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,B
200004113969,2020,2,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,600.0,570.0,579.0,589.0,617.5,661.4,621.2,722.6,DCDDDACDEDADCBABAACBCCCDDCDCABBEEACAECCAECECD,BBDEECECEACDCAAEBBCDDADCDDCAADECDCCEBCEDDACDE,AACCE99999DBCCCEADAEDEBBEBACADEBDCEDAEADAADBEABDCE,BDECBABCDCEADBACCDCBBECCCBACABACEBAAEDBCBDCBA,0,DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD,BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE,AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE,BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA,1.0,140.0,160.0,120.0,160.0,200.0,780.0,C,E,C,A,4.0,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
200005142928,2020,2,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,598.0,567.0,577.0,588.0,453.2,469.7,506.8,483.9,DAEBCCACBBACDAEDAABCDCACBAACDDECEDECCECADBDAD,DDEEBDEAAABECADADBDBEEECEECABCEDDDAAEACBABEAB,DADCE99999CDEEDCECEBEDECDBDAAEADEBAEBBAECABDCCBDBB,DEEBCBDACEEDDACDADCABEABAECBADABAABBABDAEADDE,0,CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC,DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD,AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB,AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC,1.0,140.0,160.0,100.0,120.0,80.0,600.0,D,E,A,B,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
200002327660,2020,2,M,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,599.0,568.0,578.0,590.0,618.3,620.4,533.0,502.8,CEDBCACACECDDDBECBDEACBDADEAACDDDBBDCDAECACAB,BCECADCDEDAAABDBDDCACEDDACDBDCDBDEEAAABDAADEE,CCDAD99999AEBDAABEAADBDAAEADEBDEADAEEBECCCEBBDDCBE,CBDDAECBCBBEAACACADDEAEEAACECCDEDCBBBECCADCBD,0,CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB,BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE,CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE,CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB,1.0,100.0,120.0,120.0,120.0,120.0,580.0,F,G,D,D,4.0,D,A,B,C,B,A,B,A,A,A,B,A,A,B,A,A,E,A,A,B
200004074146,2020,1,M,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,598.0,567.0,577.0,588.0,516.0,567.0,509.7,461.1,DBEDDEACCE*EABDDBDCABBDAAEACEAEBDEDDBADBCEDAC,ACAABDDDADCBECCBABACEACAACACBCADCDAEDABEEECAC,ADECC99999BBCCCBDEDBEBBADAADBDBBDAACCAAAECBCEEADAC,BECBCDAEBACBAADDACEDBEBDCBCABECDCAABCADBBBDAE,0,CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC,DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD,AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB,AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC,1.0,120.0,120.0,100.0,120.0,120.0,580.0,F,F,F,D,5.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
200002021211,2020,2,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,598.0,567.0,577.0,588.0,475.0,523.7,606.3,566.4,CAABCBDBBCDBCBDECEABDCAACCAADEDADDDBEDCABEDCC,AECC*BBDAEBDECECABEBE*EEBDAEBAEABDEBCCAEDACDC,AACCC99999CAAEDBDEEBEBDBDBAEAADDEADEBAEADADCACADBE,AEDCBDCAABDBBACCCBCDBADDBCDACDBDBEEEDECCBADEB,0,CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC,DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD,AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB,AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC,1.0,160.0,200.0,140.0,200.0,200.0,900.0,C,C,A,B,4.0,B,A,C,C,A,A,B,A,B,B,B,A,A,C,A,A,E,B,B,B
200006240694,2020,3,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,599.0,568.0,578.0,590.0,538.7,600.5,622.3,785.3,CADBBCCDDCCEDCCEBBBBBEDEDDBCDCBDDCBEECCEBDDAA,BBCEACCAEDDAEBDCDDEAEADDACADACDABABAABAEDAEED,CADAA99999ACBEDCDABAABCBAEBDAADECDBADBACCCEDBDEBBD,CBBCABCDADDABEDEBAECDBECEEDBACCDDCCBBADCBDACB,0,CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB,BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE,CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE,CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB,1.0,160.0,200.0,180.0,180.0,180.0,900.0,H,E,C,A,2.0,B,A,B,C,A,A,B,B,A,A,B,A,A,B,A,A,C,A,B,B
200004661995,2020,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,599.0,568.0,578.0,590.0,425.9,429.1,335.6,478.6,ACDEACDCDABABCEADDCBEAEDCCDDBCDACDCDCAEDABEEC,EBBCDADDEADBDDCBCEDEEEDDBDDDBDDAACABEDDADCCAE,CDDAD99999BEDAAABCDEE*AACDDDABCBCBADBCCCBBADCCAEAE,AEEBEBAABCCABBAEBCDECBCCECAABEBDCDDAEACEEBAAE,0,CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB,BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE,CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE,CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB,1.0,120.0,120.0,100.0,120.0,80.0,540.0,C,E,F,A,5.0,A,A,B,E,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A
200006444203,2020,3,F,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,2.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,597.0,569.0,580.0,587.0,532.8,536.2,495.8,459.0,DDBBCADCDACDDCDACDACBDDCEACEBBABDCECBCCDEDCDA,BDCCCAECDDCABECDDBBDDBBBECBAECDAAACAACBCEEBED,AADCE99999DADBBBCCCACADCCAEAAACBADEADAABDDBAEECCDB,CBDDBECEBEDDBCDADAAAEAACABEBEAEABEBCAEEBEBABE,0,DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX,DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD,DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA,DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC,1.0,120.0,140.0,120.0,120.0,120.0,620.0,H,E,B,B,4.0,B,A,C,D,A,A,B,A,A,A,B,A,A,B,A,A,D,A,A,B
200002635384,2020,3,F,1,1,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,1,1,1,1,600.0,570.0,579.0,589.0,494.4,553.6,551.0,528.5,DAADDCCEDDEDDDCBAEEBDDBDADEECACCBACEEDCAEDDDD,BDBAAEBABAADADCAADEBAACCDDCCBACCEEEAAEAADCADE,ADBAE99999DBCCBBACDEDCBCEBBCADEDDEDDBEEDABDBABBBEE,BDCEACCBACDAEBDEABCBDCCCBBDCE.CBEBBDECACADDEA,0,DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD,BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE,AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE,BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA,1.0,140.0,180.0,160.0,140.0,80.0,700.0,B,B,A,A,5.0,B,A,B,C,A,B,B,B,A,A,A,A,A,B,B,A,C,A,A,B
200003949490,2020,4,M,1,3,1,2,0,2,1.0,0,2601706.0,Belo Jardim,26.0,PE,2.0,1.0,1.0,2601706,Belo Jardim,26,PE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,B,B,5.0,C,B,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
